STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDFG,WESD,WESF,WSFG
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-15,,,0.19,3.5,0.8,15,19,11,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-16,,,0.03,1.2,3.5,20,27,14,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-17,,,0.00,0.0,4.3,14,23,5,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-18,,,0.00,0.0,2.8,21,27,15,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-19,,,0.00,0.0,2.4,26,36,15,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-20,,,0.00,0.0,2.0,36,43,30,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-21,,,0.15,0.0,1.6,33,41,26,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-22,,,0.50,0.0,0.8,36,40,32,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-23,,,0.02,0.1,0.0,38,45,31,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-24,,,0.00,0.0,0.0,17,23,10,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-25,,,0.00,0.0,0.0,22,32,11,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-26,,,0.00,0.0,0.0,34,45,23,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-27,,,0.02,0.0,0.0,37,48,26,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-28,,,0.00,0.0,0.0,33,41,26,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-29,,,0.22,2.0,0.0,26,29,23,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-30,,,0.00,0.0,2.4,16,21,10,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-01-31,,,0.09,0.7,2.0,18,36,0,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-01,,,0.00,0.0,2.8,33,41,24,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-02,,,0.00,0.0,2.4,9,16,2,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-03,,,0.12,0.8,2.4,22,31,12,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-04,,,0.12,1.0,3.1,29,36,22,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-05,,,0.00,0.0,3.5,13,18,7,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-06,,,0.17,1.4,3.5,20,25,15,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-07,,,0.11,1.4,5.1,17,24,9,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-08,,,0.00,0.0,6.3,13,21,4,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-09,,,0.16,2.6,5.5,18,23,14,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-10,,,0.22,2.6,7.9,22,26,19,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-11,,,0.09,0.4,9.8,24,28,20,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-12,,,0.00,0.0,8.3,24,29,18,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-13,,,0.00,0.0,7.9,17,33,1,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-14,,,0.00,0.0,7.5,32,43,21,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-15,,,0.00,0.0,5.5,40,48,32,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-16,,,0.00,0.0,3.9,29,31,27,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-17,,,0.00,0.0,3.1,22,32,13,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-18,,,0.00,0.0,3.1,34,40,27,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-19,,,0.65,0.0,3.1,33,43,24,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-20,,,0.39,0.0,1.2,48,60,36,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-21,,,0.02,0.0,0.0,36,39,34,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-22,,,0.00,0.0,0.0,31,36,26,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-23,,,0.14,0.0,0.0,36,43,28,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-24,,,0.18,0.0,0.0,38,43,33,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-25,,,0.00,0.0,0.0,42,54,31,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-26,,,0.00,0.0,0.0,36,46,26,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-27,,,0.00,0.0,0.0,40,57,23,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-02-28,,,0.00,0.0,0.0,53,63,43,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-01,,,0.02,0.2,0.0,35,41,29,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-02,,,0.00,0.0,0.0,34,38,29,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-03,,,0.00,0.0,0.0,32,40,24,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-04,,,0.00,0.0,0.0,30,36,23,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-05,,,0.00,0.0,0.0,29,39,19,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-06,,,0.00,0.0,0.0,30,36,24,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-07,,,0.00,0.0,0.0,34,37,30,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-08,,,0.00,0.0,0.0,30,35,25,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-09,,,0.01,0.0,0.0,33,39,27,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-10,,,0.00,0.0,0.0,31,37,25,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-11,,,0.00,0.0,0.0,30,38,21,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-12,,,0.06,1.3,0.0,29,33,26,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-13,,,0.06,1.2,0.4,31,37,25,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-14,,,0.00,0.0,1.2,30,34,26,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-15,,,0.01,0.2,0.0,31,42,19,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-16,,,0.00,0.0,0.0,25,32,18,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-17,,,0.00,0.0,0.0,31,40,21,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-18,,,0.00,0.0,0.0,36,51,20,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-19,,,0.00,0.0,0.0,27,36,17,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-20,,,0.00,0.0,0.0,27,38,17,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-21,,,0.00,0.0,0.0,32,42,22,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-22,,,0.00,0.0,0.0,31,40,23,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-23,,,0.00,0.0,0.0,31,40,23,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-24,,,0.00,0.0,0.0,29,36,21,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-25,,,0.00,0.0,0.0,28,40,17,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-26,,,0.00,0.0,0.0,37,48,26,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-27,,,0.15,0.0,0.0,40,45,36,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-28,,,0.00,0.0,0.0,43,52,35,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-29,,,0.61,0.0,0.0,37,44,30,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-30,,,0.00,0.0,0.0,37,41,34,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-03-31,,,0.21,0.0,0.0,36,48,25,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-01,,,0.00,0.0,0.0,31,38,25,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-02,,,0.00,0.0,0.0,34,45,22,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-03,,,0.98,0.0,0.0,36,41,32,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-04,,,0.02,0.3,0.0,34,42,27,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-05,,,0.01,0.1,0.0,27,36,19,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-06,,,0.09,0.9,0.0,33,41,24,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-07,,,0.00,0.0,0.0,27,33,21,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-08,,,0.00,0.0,0.0,29,36,22,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-09,,,0.00,0.0,0.0,32,41,23,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-10,,,0.00,0.0,0.0,33,42,25,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-11,,,0.06,0.0,0.0,36,43,28,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-12,,,0.06,0.0,0.0,42,58,25,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-13,,,0.50,0.0,0.0,38,43,34,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-14,,,1.48,3.0,0.0,30,34,26,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-15,,,1.55,1.3,2.8,29,36,23,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-16,,,0.50,0.0,2.8,33,37,29,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-17,,,0.02,0.5,2.0,33,37,28,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-18,,,0.00,0.0,2.0,36,40,32,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-19,,,0.00,0.0,1.2,35,39,31,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-20,,,0.00,0.0,0.8,37,46,27,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-21,,,0.00,0.0,0.0,42,59,25,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-22,,,0.00,0.0,0.0,46,65,27,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-23,,,0.00,0.0,0.0,49,65,32,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-24,,,0.41,0.0,0.0,51,63,40,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-25,,,0.51,0.0,0.0,49,52,46,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-26,,,0.00,0.0,0.0,49,61,37,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-27,,,0.16,0.0,0.0,47,62,32,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-28,,,0.01,0.0,0.0,42,45,39,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-29,,,0.00,0.0,0.0,41,51,31,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-04-30,,,0.00,0.0,0.0,52,68,36,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-01,,,0.00,0.0,0.0,60,82,37,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-02,,,0.10,0.0,0.0,73,82,63,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-03,,,0.35,0.0,0.0,65,71,60,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-04,,,0.28,0.0,0.0,63,77,48,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-05,,,0.00,0.0,0.0,60,77,43,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-06,,,0.03,0.0,0.0,59,67,51,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-07,,,0.00,0.0,0.0,57,64,49,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-08,,,0.00,0.0,0.0,54,72,37,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-09,,,0.09,0.0,0.0,60,79,42,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-10,,,0.00,0.0,0.0,63,68,59,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-11,,,0.00,0.0,0.0,48,55,40,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-12,,,0.00,0.0,0.0,52,63,41,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-13,,,0.00,0.0,0.0,55,69,41,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-14,,,0.57,0.0,0.0,58,75,41,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-15,,,0.09,0.0,0.0,64,71,57,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-16,,,0.00,0.0,0.0,57,73,41,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-17,,,0.00,0.0,0.0,63,77,48,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-18,,,0.00,0.0,0.0,54,63,46,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-19,,,0.25,0.0,0.0,55,61,49,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-20,,,0.00,0.0,0.0,63,70,55,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-21,,,0.09,0.0,0.0,58,77,39,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-22,,,0.01,0.0,0.0,58,66,50,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-23,,,0.00,0.0,0.0,64,78,50,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-24,,,0.00,0.0,0.0,66,84,48,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-25,,,0.00,0.0,0.0,75,88,62,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-26,,,0.00,0.0,0.0,72,83,62,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-27,,,0.00,0.0,0.0,71,84,58,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-28,,,0.00,0.0,0.0,73,89,58,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-29,,,0.00,0.0,0.0,73,83,63,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-30,,,0.02,0.0,0.0,74,85,63,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-05-31,,,0.39,0.0,0.0,78,86,71,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-01,,,0.00,0.0,0.0,73,82,63,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-02,,,0.00,0.0,0.0,65,75,55,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-03,,,0.28,0.0,0.0,61,69,53,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-04,,,0.02,0.0,0.0,62,67,57,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-05,,,0.00,0.0,0.0,54,59,50,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-06,,,0.00,0.0,0.0,56,63,50,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-07,,,0.00,0.0,0.0,64,76,52,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-08,,,0.00,0.0,0.0,64,76,52,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-09,,,0.00,0.0,0.0,63,77,48,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-10,,,0.00,0.0,0.0,65,74,55,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-11,,,0.00,0.0,0.0,61,75,46,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-12,,,0.20,0.0,0.0,64,81,47,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-13,,,0.01,0.0,0.0,76,85,66,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-14,,,0.00,0.0,0.0,68,76,59,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-15,,,0.00,0.0,0.0,65,81,50,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-16,,,0.00,0.0,0.0,69,86,51,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-17,,,0.00,0.0,0.0,74,90,58,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-18,,,0.00,0.0,0.0,81,90,73,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-19,,,0.00,0.0,0.0,70,79,62,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-20,,,0.00,0.0,0.0,68,81,54,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-21,,,0.00,0.0,0.0,67,75,59,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-22,,,0.06,0.0,0.0,60,73,47,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-23,,,0.30,0.0,0.0,64,68,60,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-24,,,0.63,0.0,0.0,67,72,62,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-25,,,0.00,0.0,0.0,65,75,54,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-26,,,0.23,0.0,0.0,61,76,46,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-27,,,0.00,0.0,0.0,67,72,61,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-28,,,0.00,0.0,0.0,76,86,65,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-29,,,0.00,0.0,0.0,78,91,64,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-06-30,,,0.00,0.0,0.0,83,97,69,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-01,,,0.00,0.0,0.0,83,94,72,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-02,,,0.00,0.0,0.0,83,93,73,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-03,,,0.00,0.0,0.0,74,89,60,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-04,,,0.00,0.0,0.0,76,92,60,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-05,,,0.18,0.0,0.0,80,93,67,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-06,,,0.00,0.0,0.0,70,75,64,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-07,,,0.00,0.0,0.0,66,81,51,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-08,,,0.00,0.0,0.0,70,86,54,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-09,,,0.00,0.0,0.0,73,91,55,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-10,,,0.00,0.0,0.0,78,85,72,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-11,,,0.00,0.0,0.0,70,82,58,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-12,,,0.00,0.0,0.0,73,87,59,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-13,,,0.00,0.0,0.0,77,88,66,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-14,,,0.00,0.0,0.0,77,82,72,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-15,,,0.00,0.0,0.0,78,90,66,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-16,,,1.57,0.0,0.0,78,88,67,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-17,,,0.00,0.0,0.0,72,81,64,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-18,,,0.00,0.0,0.0,68,78,57,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-19,,,0.00,0.0,0.0,67,82,52,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-20,,,0.03,0.0,0.0,72,84,59,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-21,,,0.45,0.0,0.0,73,79,68,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-22,,,0.34,0.0,0.0,69,77,62,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-23,,,0.00,0.0,0.0,73,82,64,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-24,,,0.15,0.0,0.0,79,87,71,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-25,,,0.00,0.0,0.0,77,84,69,,,,
CA00615S001,"TORONTO NORTH YORK, ON CA",43.7833,-79.4667,187.0,2018-07-26,,,0.13,0.0,0.0,71,83,58,,,,
